-0.4726044226044226,-0.625,-0.59475
-0.49103194103194103,-0.625,-0.590375
-0.4942260442260442,-0.625,-0.590375
-0.4942260442260442,-0.625,-0.5905
-0.4963144963144963,-0.625,-0.5785
-0.49926289926289924,-0.625,-0.5775
-0.5011056511056511,-0.625,-0.5926250000000001
-0.6412776412776413,-0.625,-0.591
-0.6412776412776413,-0.625,-0.5876250000000001
-0.6412776412776413,-0.625,-0.59125
-0.6412776412776413,-0.625,-0.5885
-0.6412776412776413,-0.625,-0.594625
-0.6412776412776413,-0.625,-0.594625
-0.6412776412776413,-0.625,-0.59275
-0.6412776412776413,-0.625,-0.585125
-0.6412776412776413,-0.625,-0.54375
-0.6412776412776413,-0.625,-0.5926250000000001
-0.6412776412776413,-0.625,-0.589625
-0.6412776412776413,-0.625,-0.574125
-0.6412776412776413,-0.625,-0.5935
-0.6412776412776413,-0.625,-0.595
-0.6412776412776413,-0.625,-0.594125
-0.6412776412776413,-0.625,-0.5925
-0.6412776412776413,-0.625,-0.593625
-0.6412776412776413,-0.625,-0.59375
-0.6412776412776413,-0.625,-0.590875
-0.6412776412776413,-0.625,-0.58875
-0.6412776412776413,-0.625,-0.58875
-0.6412776412776413,-0.625,-0.586125
-0.6412776412776413,-0.625,-0.59425
-0.6412776412776413,-0.625,-0.593125
-0.6412776412776413,-0.625,-0.596125
-0.6412776412776413,-0.625,-0.5902499999999999
-0.6412776412776413,-0.625,-0.5898749999999999
-0.6412776412776413,-0.625,-0.589625
-0.6412776412776413,-0.625,-0.595625
-0.6412776412776413,-0.625,-0.599375
-0.6412776412776413,-0.625,-0.5742499999999999
-0.6412776412776413,-0.625,-0.595
-0.6412776412776413,-0.625,-0.585875
-0.6412776412776413,-0.625,-0.5935
-0.6412776412776413,-0.625,-0.593375
-0.6412776412776413,-0.625,-0.593375
-0.6412776412776413,-0.625,-0.584375
-0.6412776412776413,-0.625,-0.600125
-0.6412776412776413,-0.625,-0.59
-0.6412776412776413,-0.625,-0.60575
-0.6412776412776413,-0.625,-0.6026250000000001
-0.6412776412776413,-0.625,-0.605625
-0.6412776412776413,-0.625,-0.598
-0.6412776412776413,-0.625,-0.5815
-0.6412776412776413,-0.625,-0.58725
-0.6412776412776413,-0.625,-0.593875
-0.6412776412776413,-0.625,-0.593125
